1,name,affiliation,homepage,scholarid,name,,name
5660,Daniel Vanderpooten,Université Paris Dauphine,https://www.lamsade.dauphine.fr/~vdp,NOSCHOLARPAGE,Daniel,,Vanderpooten
5661,Daniel Vogel 0001,University of Waterloo,https://www.nonsequitoria.com,Yi5nK1EAAAAJ,Daniel,Vogel,0001
5662,Daniel Votipka,Tufts University,https://www.eecs.tufts.edu/~dvotipka,1LmUdRkAAAAJ,Daniel,,Votipka
5663,Daniel W. Franks,University of York,https://danfranks.weebly.com,Zpo8koYAAAAJ,Daniel,W.,Franks
5664,Daniel W. Goldberg,Texas A&M University,http://geog.tamu.edu/people/faculty/goldbergdaniel.html,mikE09kAAAAJ,Daniel,W.,Goldberg
5665,Daniel W. Woods,University of Edinburgh,http://www.inf.ed.ac.uk/people/staff/Daniel_Woods.html,Vbr7JG4AAAAJ,Daniel,W.,Woods
5666,Daniel Weingaertner,UFPR,https://web.inf.ufpr.br/danielw,INIb5qwAAAAJ,Daniel,,Weingaertner
5667,Daniel Weiskopf,University of Stuttgart,http://www.visus.uni-stuttgart.de/~weiskopf,sclEgM4AAAAJ,Daniel,,Weiskopf
5668,Daniel Wichs,Northeastern University,http://www.ccs.neu.edu/home/wichs,CO7nYfIAAAAJ,Daniel,,Wichs
5669,Daniel Wigdor,University of Toronto,http://www.dgp.toronto.edu/~dwigdor,x3hvdTsAAAAJ,Daniel,,Wigdor
5670,Daniel Wong 0001,Univ. of California - Riverside,http://www.danielwong.org,hh8iwxoAAAAJ,Daniel,Wong,0001
5671,Daniel Xiapu Luo,The Hong Kong Polytechnic University,https://www4.comp.polyu.edu.hk/~csxluo,uvedrYMAAAAJ,Daniel,Xiapu,Luo
5672,Daniel Zappala,Brigham Young University,https://cs.byu.edu/faculty/zappala,Q9DsCL4AAAAJ,Daniel,,Zappala
5673,Daniel Ziener,TU Ilmenau,https://www.tu-ilmenau.de/ra/personen/r-per/daniel-ziener,ztg7f-gAAAAJ,Daniel,,Ziener
5674,Daniel de Oliveira 0001,UFF,http://www2.ic.uff.br/~danielcmo,T_YePXEAAAAJ,Daniel,de Oliveira,0001
5675,Daniela Chudá,Kempelen Institute - KInIT,https://kinit.sk/member/daniela-chuda,7AaHqcYAAAAJ,Daniela,,Chudá
5676,Daniela Damian,University of Victoria,http://www.uvic.ca/engineering/prospective/undergrad/research/people/?searchstring=&expertid=116&researchtopic=,B-1karUAAAAJ,Daniela,,Damian
5677,Daniela E. Damian,University of Victoria,http://www.uvic.ca/engineering/prospective/undergrad/research/people/?searchstring=&expertid=116&researchtopic=,B-1karUAAAAJ,Daniela,E.,Damian
5678,Daniela E. Herlea,University of Victoria,http://www.uvic.ca/engineering/prospective/undergrad/research/people/?searchstring=&expertid=116&researchtopic=,B-1karUAAAAJ,Daniela,E.,Herlea
5679,Daniela E. Herlea Damian,University of Victoria,http://www.uvic.ca/engineering/prospective/undergrad/research/people/?searchstring=&expertid=116&researchtopic=,B-1karUAAAAJ,Daniela,E. Herlea,Damian
5680,Daniela G. Trevisan,UFF,http://www2.ic.uff.br/~daniela,Jr1C8ZIAAAAJ,Daniela,G.,Trevisan
5681,Daniela Gorski Trevisan,UFF,http://www2.ic.uff.br/~daniela,Jr1C8ZIAAAAJ,Daniela,Gorski,Trevisan
5682,Daniela Grigori,Université Paris Dauphine,https://www.lamsade.dauphine.fr/~grigori,uOpbfVsAAAAJ,Daniela,,Grigori
5683,Daniela L. Rus,Massachusetts Institute of Technology,https://www.csail.mit.edu/user/876,910z20QAAAAJ,Daniela,L.,Rus
5684,Daniela Marghitu,Auburn University,http://www.eng.auburn.edu/~daniela,d2w-SswAAAAJ,Daniela,,Marghitu
5685,Daniela Nicklas,University of Bamberg,https://www.uni-bamberg.de/mobi/team/daniela-nicklas,BpfYffYAAAAJ,Daniela,,Nicklas
5686,Daniela Raicu,DePaul University,http://facweb.cs.depaul.edu/Dstan,NOSCHOLARPAGE,Daniela,,Raicu
5687,Daniela Rus,Massachusetts Institute of Technology,https://www.csail.mit.edu/user/876,910z20QAAAAJ,Daniela,,Rus
5688,Daniela Stan,DePaul University,http://facweb.cs.depaul.edu/Dstan,NOSCHOLARPAGE,Daniela,,Stan
5689,Daniela Stan Raicu,DePaul University,http://facweb.cs.depaul.edu/Dstan,NOSCHOLARPAGE,Daniela,Stan,Raicu
5690,Daniela Trevisan,UFF,http://www2.ic.uff.br/~daniela,Jr1C8ZIAAAAJ,Daniela,,Trevisan
5691,Daniela Trevisan 0001,UFF,http://www2.ic.uff.br/~daniela,Jr1C8ZIAAAAJ,Daniela,Trevisan,0001
5692,Daniele Antonioli,EURECOM,https://francozappa.github.io,RkX4eFsAAAAJ,Daniele,,Antonioli
5693,Daniele Braga,Politecnico di Milano,http://home.deib.polimi.it/braga,yIEvxuoAAAAJ,Daniele,,Braga
5694,Daniele Gorla,Sapienza University of Rome,http://wwwusers.di.uniroma1.it/~gorla,IlZGc-EAAAAJ,Daniele,,Gorla
5695,Daniele Loiacono,Politecnico di Milano,http://home.deib.polimi.it/loiacono,zBT0nh0AAAAJ,Daniele,,Loiacono
5696,Daniele Magazzini,King's College London,https://www.kcl.ac.uk/people/daniele-magazzeni,IWXDluMAAAAJ,Daniele,,Magazzini
5697,Daniele Mazzei,University of Pisa,http://www.centropiaggio.unipi.it/~mazzei,94mIc80AAAAJ,Daniele,,Mazzei
5698,Daniele Micciancio,Univ. of California - San Diego,http://cseweb.ucsd.edu/~daniele,8rjreLIAAAAJ,Daniele,,Micciancio
5699,Daniele Nardi,Sapienza University of Rome,http://www.diag.uniroma1.it/nardi,xZwripcAAAAJ,Daniele,,Nardi
5700,Daniele Pannone,Sapienza University of Rome,https://sites.google.com/uniroma1.it/danielepannone,jgM1VZoAAAAJ,Daniele,,Pannone
5701,Daniele Panozzo,New York University,http://cs.nyu.edu/~panozzo,XUp6qhMAAAAJ,Daniele,,Panozzo
5702,Daniele Sgandurra,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/daniele-sgandurra(caa1bd38-d6af-42fa-8a63-51d475f10220).html,Hw2Idxu9yLsC,Daniele,,Sgandurra
5703,Daniele Venturi 0001,Sapienza University of Rome,http://danieleventuri.altervista.org,dCsqhREAAAAJ,Daniele,Venturi,0001
5704,Danielle Albers,University of North Carolina,https://cs.unc.edu/person/danielle-szafir,CGb88B0AAAAJ,Danielle,,Albers
5705,Danielle Albers Szafir,University of North Carolina,https://cs.unc.edu/person/danielle-szafir,CGb88B0AAAAJ,Danielle,Albers,Szafir
5706,Danielle Azar,Lebanese American University,http://sas.lau.edu.lb/csm/people/danielle-azar.php,lcd1FHgAAAAJ,Danielle,,Azar
5707,Danielle Szafir,University of Colorado Boulder,http://www.colorado.edu/cmci/people/information-science/danielle-albers-szafir,CGb88B0AAAAJ,Danielle,,Szafir
5708,Daniil Karapetyan,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/daniel.karapetyan,O-rI2E0AAAAJ,Daniil,,Karapetyan
5709,Danilo Ardagna,Politecnico di Milano,http://home.deib.polimi.it/ardagna,2S6m-oYAAAAJ,Danilo,,Ardagna
5710,Danilo Avola,Sapienza University of Rome,http://visionlab.di.uniroma1.it/node/9,9R03Bl0AAAAJ,Danilo,,Avola
5711,Danilo Francati,Royal Holloway University of London,https://dfrancati.github.io,eeuQ0a0AAAAJ,Danilo,,Francati
5712,Daning Hu,University of Zurich,http://www.ifi.uzh.ch/bi/people/hu,d_RBF58AAAAJ,Daning,,Hu
5713,Danish Pruthi,IISc Bangalore,https://danishpruthi.com,JpSx3EMAAAAJ,Danish,,Pruthi
5714,Daniël Maria Pelt,Leiden University,https://dmpelt.github.io,54V8aTMAAAAJ,Daniël,aria P,Pelt
5715,Daniël Paulusma,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=2380,y1osNKIAAAAJ,Daniël,,Paulusma
5716,Danny C. Cheng,De La Salle University,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742667028&command=GETPROFILE,J1ri4YIAAAAJ,Danny,C.,Cheng
5717,Danny Chen,University of Notre Dame,http://www3.nd.edu/~dchen,tRerdSIAAAAJ,Danny,,Chen
5718,Danny Cheng,De La Salle University,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742667028&command=GETPROFILE,J1ri4YIAAAAJ,Danny,,Cheng
5719,Danny Cohen-Or,Tel Aviv University,http://www.cs.tau.ac.il/~dcor,fAxws1sAAAAJ,Danny,,Cohen-Or
5720,Danny De Schreye,KU Leuven,https://people.cs.kuleuven.be/~danny.deschreye,830uwbcAAAAJ,Danny,,De Schreye
5721,Danny Dig,University of Colorado Boulder,https://www.colorado.edu/cs/danny-dig,z9MS0rEAAAAJ,Danny,,Dig
5722,Danny Dolev,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~dolev,RAt7zSUAAAAJ,Danny,,Dolev
5723,Danny Hughes 0001,KU Leuven,https://distrinet.cs.kuleuven.be/people/dannyh,PhAY-GwAAAAJ,Danny,Hughes,0001
5724,Danny Kopec,CUNY,http://www.sci.brooklyn.cuny.edu/~kopec,FDBb8LEAAAAJ,Danny,,Kopec
5725,Danny Kowerko,TU Chemnitz,https://www.tu-chemnitz.de/informatik/mc/professor.php,4Tenf10AAAAJ,Danny,,Kowerko
5726,Danny Peleg,Weizmann Institute of Science,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=1883,wBVagosAAAAJ,Danny,,Peleg
5727,Danny Raz,Technion,http://www.cs.technion.ac.il/~danny,vLzruXMAAAAJ,Danny,,Raz
5728,Danny Weyns,KU Leuven,https://distrinet.cs.kuleuven.be/people/danny,MG8iJPAAAAAJ,Danny,,Weyns
5729,Danny Yuxing Huang,New York University,https://engineering.nyu.edu/faculty/danny-yuxing-huang,B-Zb3joAAAAJ,Danny,Yuxing,Huang
5730,Danqi Chen 0001,Princeton University,https://www.cs.princeton.edu/~danqic,sVR8ktkAAAAJ,Danqi,Chen,0001
5731,Dansong Cheng,Harbin Institute of Technology,http://homepage.hit.edu.cn/chengdansong,NOSCHOLARPAGE,Dansong,,Cheng
5732,Dante A. C. Barone,UFRGS,http://www.inf.ufrgs.br/site/docente/dante-augusto-couto-barone,O4nTWhwAAAAJ,Dante,A. C.,Barone
5733,Dante Augusto Couto Barone,UFRGS,http://www.inf.ufrgs.br/site/docente/dante-augusto-couto-barone,O4nTWhwAAAAJ,Dante,Augusto Couto,Barone
5734,Dante Barone,UFRGS,http://www.inf.ufrgs.br/site/docente/dante-augusto-couto-barone,O4nTWhwAAAAJ,Dante,,Barone
5735,Danula Hettiachchi,RMIT University,https://www.danulahettiachchi.com,YaYP1cQAAAAJ,Danula,,Hettiachchi
5736,Danupon Nanongkai [INF],Max Planck Society,https://sites.google.com/site/dannanongkai,ofNbQXAAAAAJ,Danupon,Nanongkai,[INF]
5737,Danushka Bollegala,University of Liverpool,http://www.csc.liv.ac.uk/~danushka,kLqCYLMAAAAJ,Danushka,,Bollegala
5738,Dany Dubé,Université Laval,http://www2.ift.ulaval.ca/~dadub100,NOSCHOLARPAGE,Dany,,Dubé
5739,Danyang Zhang,CUNY,https://www.york.cuny.edu/portal_college/dzhang,YugO04gAAAAJ,Danyang,,Zhang
5740,Danyang Zhuo,Duke University,https://danyangzhuo.com,E3yOuvEAAAAJ,Danyang,,Zhuo
5741,Danúbia Bueno Espíndola,Federal University of Rio Grande,http://www.danubia.c3.furg.br,NOSCHOLARPAGE,Danúbia,ueno E,Espíndola
5742,Daochuan Hung,NJIT,http://cs.njit.edu/people/hung.php,NOSCHOLARPAGE,Daochuan,,Hung
5743,Daojing He,Harbin Institute of Technology,http://faculty.hitsz.edu.cn/hedaojing,Ps1Zbd4AAAAJ,Daojing,,He
5744,Daoshun Wang,Tsinghua University,http://www.cs.tsinghua.edu.cn/publish/csen/4623/2010/20101224173511625489538/20101224173511625489538_.html,NOSCHOLARPAGE,Daoshun,,Wang
5745,Daoxu Chen,Nanjing University,https://cs.nju.edu.cn/58/29/c2639a153641/page.htm,NOSCHOLARPAGE,Daoxu,,Chen
5746,Dapeng Oliver Wu,City University of Hong Kong,https://www.cs.cityu.edu.hk/~dapengwu,sDRLr8gAAAAJ,Dapeng,Oliver,Wu
5747,Dapeng Wu 0001,City University of Hong Kong,https://www.cs.cityu.edu.hk/~dapengwu,sDRLr8gAAAAJ,Dapeng,Wu,0001
5748,Daphna Weinshall,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~daphna,kwZTvH4AAAAJ,Daphna,,Weinshall
5749,Daphne Ippolito,Carnegie Mellon University,https://www.daphnei.com,COEsqLYAAAAJ,Daphne,,Ippolito
5750,Daphne Yao,Virginia Tech,http://people.cs.vt.edu/danfeng,_JLQTKwAAAAJ,Daphne,,Yao
5751,Daqing He,University of Pittsburgh,http://www.pitt.edu/~dah44,FpyCxD4AAAAJ,Daqing,,He
5752,Daqing Zhang 0001,Peking University,http://www.sei.pku.edu.cn/people/dqzhang,qn8CqEYAAAAJ,Daqing,Zhang,0001
5753,Dar-Jen Chang,University of Louisville,http://louisville.edu/speed/people/faculty/changDarJen,NOSCHOLARPAGE,Dar-Jen,,Chang
5754,Darek Kowalski,University of Liverpool,https://www.liverpool.ac.uk/computer-science/staff/dariusz-kowalski,HbzofJcAAAAJ,Darek,,Kowalski
5755,Daria Siekhaus,IST Austria,https://ist.ac.at/research/research-groups/siekhaus-group,NOSCHOLARPAGE,Daria,,Siekhaus
5756,Dario Allegra,University of Catania,https://web.dmi.unict.it/docenti/dario.allegra,ua6QhmQAAAAJ,Dario,,Allegra
5757,Dario Catalano,University of Catania,https://catalano.dmi.unict.it,Gg7nd14AAAAJ,Dario,,Catalano
5758,Dario Colazzo,Université Paris Dauphine,https://www.lamsade.dauphine.fr/~colazzo,mdE4fyoAAAAJ,Dario,,Colazzo
5759,Dario D. Salvucci,Drexel University,http://www.mcs.drexel.edu/~salvucci,i1VJMhgAAAAJ,Dario,D.,Salvucci
5760,Dario Fiore 0001,IMDEA Software Institute,http://www.dariofiore.it,RiIDoKQAAAAJ,Dario,Fiore,0001
5761,Dario Landa Silva,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/dario.landasilva,T8jdVWwAAAAJ,Dario,Landa,Silva
5762,Dario Landa-Silva,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/dario.landasilva,T8jdVWwAAAAJ,Dario,,Landa-Silva
5763,Dario Paccagnan,Imperial College London,https://www.doc.ic.ac.uk/~dp414,Y7wBGG8AAAAJ,Dario,,Paccagnan
5764,Dario Salvi,Malmö University,https://mau.se/en/persons/dario.salvi,Yeoj3BEAAAAJ,Dario,,Salvi
5765,Darius Burschka,TU Munich,http://www6.in.tum.de/burschka,y-MzVoUAAAAJ,Darius,,Burschka
5766,Dariush Mirshekar-Syahkal,University of Essex,https://www.essex.ac.uk/people/mirsh11140/dariush-mirshekar-syahkal,NOSCHOLARPAGE,Dariush,,Mirshekar-Syahkal
5767,Dariusz Biernacki,University of Wroclaw,http://www.ii.uni.wroc.pl/~dabi,7lCF6cYAAAAJ,Dariusz,,Biernacki
5768,Dariusz R. Kowalski,Augusta University,https://www.augusta.edu/faculty/directory/view.php?id=DKOWALSKI,npq3yLIAAAAJ,Dariusz,R.,Kowalski
5769,Dariusz Rafal Kowalski,Augusta University,https://www.augusta.edu/faculty/directory/view.php?id=DKOWALSKI,npq3yLIAAAAJ,Dariusz,Rafal,Kowalski
5770,Darko Marinov,Univ. of Illinois at Urbana-Champaign,http://mir.cs.illinois.edu,x6OIBq4AAAAJ,Darko,,Marinov
5771,Darko Stefanovic,University of New Mexico,https://www.cs.unm.edu/~darko,hd6nAfsAAAAJ,Darko,,Stefanovic
5772,Darrell D. E. Long,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~darrell,PqdLgQ0AAAAJ,Darrell,D. E.,Long
5773,Darrell Whitley,Colorado State University,http://www.cs.colostate.edu/~whitley,0VzUxIcAAAAJ,Darrell,,Whitley
5774,Darren Cosker,University of Bath,http://www.cs.bath.ac.uk/~dpc,n0rYM4kAAAAJ,Darren,,Cosker
5775,Darren Gergle,Northwestern University,http://dgergle.soc.northwestern.edu,T4Yo9gQAAAAJ,Darren,,Gergle
5776,Darren Hurley-Smith,Royal Holloway University of London,https://pure.royalholloway.ac.uk/en/persons/darren-hurley-smith,t0oYWrEAAAAJ,Darren,,Hurley-Smith
5777,Darren P. Cosker,University of Bath,http://www.cs.bath.ac.uk/~dpc,n0rYM4kAAAAJ,Darren,P.,Cosker
5778,Darren P. Smith,Royal Holloway University of London,https://pure.royalholloway.ac.uk/en/persons/darren-hurley-smith,t0oYWrEAAAAJ,Darren,P.,Smith
5779,Darush Davani,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/ddavani.html,NOSCHOLARPAGE,Darush,,Davani
5780,Daryl D'Souza,RMIT University,https://www.rmit.edu.au/contact/staff-contacts/academic-staff/d/d'souza-dr-daryl,bWtnBT0AAAAJ,Daryl,,D'Souza
5781,Daryl H. Hepting,University of Regina,http://www.cs.uregina.ca/People/Profiles/DarylHepting.html,iXVS1CAAAAAJ,Daryl,H.,Hepting
5782,Daryl Johnson,Rochester Institute of Technology,https://www.rit.edu/gccis/daryl-johnson,RFV02_UAAAAJ,Daryl,,Johnson
5783,Darío Correal,Universidad de los Andes,https://profesores.virtual.uniandes.edu.co/dcorreal/es/inicio,Bo4lXDAtq9QC,Darío,,Correal
5784,Darío Ernesto Correal Torres,Universidad de los Andes,https://profesores.virtual.uniandes.edu.co/dcorreal/es/inicio,Bo4lXDAtq9QC,Darío,rnesto Correal T,Torres
5785,Dave (Jing) Tian,Purdue University,https://davejingtian.org,xtclQ8AAAAAJ,Dave,(Jing),Tian
5786,Dave Andersen,Carnegie Mellon University,https://www.cs.cmu.edu/~dga,wUArfPgAAAAJ,Dave,,Andersen
5787,Dave Bull 0001,University of Bristol,https://david-bull.github.io,WraDXlkAAAAJ,Dave,Bull,0001
5788,Dave Cliff,University of Bristol,https://www.cs.bris.ac.uk/~dc,DmIm-UMAAAAJ,Dave,,Cliff
5789,Dave Feil-Seifer,University of Nevada,http://nevada-reno.academia.edu/DavidFeilSeifer,m1VxcKcAAAAJ,Dave,,Feil-Seifer
5790,Dave G. Andersen,Carnegie Mellon University,https://www.cs.cmu.edu/~dga,wUArfPgAAAAJ,Dave,G.,Andersen
5791,Dave Hawkes 0001,University College London,https://iris.ucl.ac.uk/iris/browse/profile?upi=DJHAW78,O42T24CT_GwC,Dave,Hawkes,0001
5792,Dave Jing Tian,Purdue University,https://davejingtian.org,xtclQ8AAAAAJ,Dave,Jing,Tian
5793,Dave Levin,University of Maryland - College Park,http://www.cs.umd.edu/~dml,CLSPQW4AAAAJ,Dave,,Levin
5794,Dave Lewis 0001,Trinity College Dublin,https://www.scss.tcd.ie/Dave.Lewis,TR_fAx0AAAAJ,Dave,Lewis,0001
5795,Dave Robertson 0001,University of Edinburgh,http://www.dai.ed.ac.uk/groups/ssp/members/dave.htm,63eai3AAAAAJ,Dave,Robertson,0001
5796,Dave Tian,Purdue University,https://davejingtian.org,xtclQ8AAAAAJ,Dave,,Tian
5797,Dave Touchette,Université de Sherbrooke,https://www.usherbrooke.ca/informatique/personnel/corps-professoral/professeurs/dave-touchette,NOSCHOLARPAGE,Dave,,Touchette
5798,Dave Zachariah,Uppsala University,https://www.uu.se/kontakt-och-organisation/personal?query=N13-1398,ikt1p7QAAAAJ,Dave,,Zachariah
5799,Davi Geiger,New York University,http://cs.nyu.edu/geiger,2i7uayYAAAAJ,Davi,,Geiger
5800,David A. B. Hyde,Vanderbilt University,https://dabh.io,1Hcz5c0AAAAJ,David,A. B.,Hyde
5801,David A. Bader,NJIT,http://www.cc.gatech.edu/~bader,uXUA1pgAAAAJ,David,A.,Bader
5802,David A. Basin,ETH Zurich,https://www.inf.ethz.ch/personal/basin,NOSCHOLARPAGE,David,A.,Basin
5803,David A. Calvert,University of Guelph,https://www.uoguelph.ca/computing/people/david-calvert,NOSCHOLARPAGE,David,A.,Calvert
5804,David A. Cohen,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/dave-cohen_1ba463a9-f2cb-4704-a179-ed7038a2fe9c.html,PmuNzZsAAAAJ,David,A.,Cohen
5805,David A. Dampier,Mississippi State University,https://business.utsa.edu/faculty/david-dampier,NOSCHOLARPAGE,David,A.,Dampier
5806,David A. Forsyth,Univ. of Illinois at Urbana-Champaign,http://luthuli.cs.uiuc.edu/~daf,5H0arvkAAAAJ,David,A.,Forsyth
5807,David A. McAllester,TTI Chicago,http://ttic.uchicago.edu/~dmcallester,nbpafUkAAAAJ,David,A.,McAllester
5808,David A. Mix Barrington,University of Massachusetts Amherst,https://www.cics.umass.edu/~barring,NOSCHOLARPAGE,David,A. Mix,Barrington
5809,David A. Mohaisen,University of Central Florida,http://cs.ucf.edu/~mohaisen,q387AywAAAAJ,David,A.,Mohaisen
5810,David A. Naumann,Stevens Institute of Technology,http://www.cs.stevens.edu/~naumann,ZC0qa2EAAAAJ,David,A.,Naumann
5811,David A. Padua,Univ. of Illinois at Urbana-Champaign,http://polaris.cs.uiuc.edu/~padua,QaLf6bEAAAAJ,David,A.,Padua
5812,David A. Pike,Memorial University of Newfoundland,https://www.mun.ca/math/people/ppl-faculty/dapike.php,_FGlfPwAAAAJ,David,A.,Pike
5813,David A. Plaisted,University of North Carolina,https://www.cs.unc.edu/~plaisted,g3n4IKUAAAAJ,David,A.,Plaisted
5814,David A. Smith,Northeastern University,http://www.ccs.neu.edu/home/dasmith,T8k2etUAAAAJ,David,A.,Smith
5815,David A. Sontag,Massachusetts Institute of Technology,http://cs.nyu.edu/~dsontag,LfcroyAAAAAJ,David,A.,Sontag
5816,David A. Umphress,Auburn University,http://www.eng.auburn.edu/~umphress/David_Umphress/DavidUmphress.html,adnNt1IAAAAJ,David,A.,Umphress
5817,David A. Wagner 0001,Univ. of California - Berkeley,http://www.cs.berkeley.edu/~daw,67kghxAAAAAJ,David,A. Wagner,0001
5818,David Ahlström,University of Klagenfurt,https://www.aau.at/team/ahlstroem-david,p--LzZ8AAAAJ,David,,Ahlström
5819,David Alex Lamb,Queen’s University,http://research.cs.queensu.ca/~dalamb,_4e8U_UAAAAJ,David,Alex,Lamb
5820,David Alexander Forsyth,Univ. of Illinois at Urbana-Champaign,http://luthuli.cs.uiuc.edu/~daf,5H0arvkAAAAJ,David,Alexander,Forsyth
5821,David Alonso-Ríos,University of A Coruña,https://dalonso.tumblr.com,g8-ex_8AAAAJ,David,,Alonso-Ríos
5822,David Andersen,Carnegie Mellon University,https://www.cs.cmu.edu/~dga,wUArfPgAAAAJ,David,,Andersen
5823,David Andrew Ross,University of Queensland,http://www.itee.uq.edu.au/contacts/show.ephp/uqdross,RqOzJR0AAAAJ,David,Andrew,Ross
5824,David Andrews,University of Arkansas,http://www.csce.uark.edu/~dandrews,NOSCHOLARPAGE,David,,Andrews
5825,David Anthony Parker,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/parker-david.aspx,nEKbXSMAAAAJ,David,Anthony,Parker
5826,David Arnott,Monash University,http://monash.edu/research/explore/en/persons/david-arnott(fcc08d5c-a8cd-45ce-9cac-f2bfbbbb6dfe).html,A2fkR3QAAAAJ,David,,Arnott
5827,David Arthur Eppstein,Univ. of California - Irvine,https://www.ics.uci.edu/~eppstein,QSY7ufMAAAAJ,David,Arthur,Eppstein
5828,David Aspinall 0001,University of Edinburgh,http://homepages.inf.ed.ac.uk/da,_pT1xEwAAAAJ,David,Aspinall,0001
5829,David B. Adams,University of Massachusetts Lowell,https://www.uml.edu/Sciences/computer-science/faculty/Adams-David.aspx,tiGxY4sAAAAJ,David,B.,Adams
5830,David B. Brown,The University of Alabama,http://cs.ua.edu/people/dbrown,NOSCHOLARPAGE,David,B.,Brown
5831,David B. Johnson 0001,Rice University,https://www.cs.rice.edu/~dbj,6w_geF8AAAAJ,David,B. Johnson,0001
5832,David B. Leake,Indiana University,https://www.cs.indiana.edu/~leake,CidT-JAAAAAJ,David,B.,Leake
5833,David B. Lindell,University of Toronto,https://davidlindell.com,_m-BTtAAAAAJ,David,B.,Lindell
5834,David B. Lowe,University of Sydney,http://sydney.edu.au/engineering/people/david.lowe.php,8vs5HGYAAAAJ,David,B.,Lowe
5835,David B. Shmoys,Cornell University,https://people.orie.cornell.edu/shmoys,rD8a4hQAAAAJ,David,B.,Shmoys
5836,David B. Skillicorn,Queen’s University,http://www.cs.queensu.ca/~skill,RWL3E2AAAAAJ,David,B.,Skillicorn
5837,David B. Whalley,Florida State University,http://www.cs.fsu.edu/~whalley,bH9h9x4AAAAJ,David,B.,Whalley
5838,David Baelde,Ecole Normale Superieure de Cachan,http://www.lsv.ens-cachan.fr/~baelde,NOSCHOLARPAGE,David,,Baelde
5839,David Bainbridge,University of Waikato,http://www.cs.waikato.ac.nz/~davidb,GyFPdFoAAAAJ,David,,Bainbridge
5840,David Bamman,Univ. of California - Berkeley,http://people.ischool.berkeley.edu/~dbamman,RkA1y54AAAAJ,David,,Bamman
5841,David Barber,University College London,http://www.cs.ucl.ac.uk/staff/D.Barber,Nej1FcgAAAAJ,David,,Barber
5842,David Bau,Northeastern University,https://baulab.info,CYI6cKgAAAAJ,David,,Bau
