1,name,affiliation,homepage,scholarid,name,,name
5463,Danaë Metaxa,University of Pennsylvania,https://metaxa.net,6pA2wn4AAAAJ,Danaë,,Metaxa
5464,Danaë Metaxa-Kakavouli,University of Pennsylvania,https://metaxa.net,6pA2wn4AAAAJ,Danaë,,Metaxa-Kakavouli
5465,Danella Zhao,Old Dominion University,http://odu.edu/directory/people/d/dzhao,NOSCHOLARPAGE,Danella,,Zhao
5466,Danesh Tarapore,University of Southampton,https://www.ecs.soton.ac.uk/people/dst1m17,R-Gyat8AAAAJ,Danesh,,Tarapore
5467,Danfei Xu,Georgia Institute of Technology,https://cs.stanford.edu/~danfei,J5D4kcoAAAAJ,Danfei,,Xu
5468,Danfeng (Daphne) Yao,Virginia Tech,http://people.cs.vt.edu/danfeng,_JLQTKwAAAAJ,Danfeng,(Daphne),Yao
5469,Danfeng Daphne Yao,Virginia Tech,http://people.cs.vt.edu/danfeng,_JLQTKwAAAAJ,Danfeng,Daphne,Yao
5470,Danfeng Shan,Xi'an Jiaotong University,https://dfshan.github.io,XLbHoCsAAAAJ,Danfeng,,Shan
5471,Danfeng Yao,Virginia Tech,http://people.cs.vt.edu/danfeng,_JLQTKwAAAAJ,Danfeng,,Yao
5472,Danfeng Zhang,Duke University,https://users.cs.duke.edu/~dz132,rUZN-zQAAAAJ,Danfeng,,Zhang
5473,Dang The Ngoc,PTIT,https://sites.google.com/site/dtngoc,hzIpegEAAAAJ,Dang,The,Ngoc
5474,Dang Tuan Nhon,Texas Tech University,http://www.myweb.ttu.edu/tnhondan,NOSCHOLARPAGE,Dang,Tuan,Nhon
5475,Dani Lischinski,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~danix,haahCZ4AAAAJ,Dani,,Lischinski
5476,Dani Tannir,Lebanese American University,http://soe.lau.edu.lb/ece/faculty-staff/dani_tannir.php,Gtan3J4AAAAJ,Dani,,Tannir
5477,Dani Yogatama,University of Southern California,https://dyogatama.github.io,IBlMTLwAAAAJ,Dani,,Yogatama
5478,Danial Yazdani,SUSTech,https://scholar.google.com/citations?user=ZLOWkEgAAAAJ&hl=zh-CN,ZLOWkEgAAAAJ,Danial,,Yazdani
5479,Danica J. Sutherland,University of British Columbia,https://www.cs.ubc.ca/~dsuth,uO_NqicAAAAJ,Danica,J.,Sutherland
5480,Daniel A. Braun 0001,University of Ulm,https://www.uni-ulm.de/in/neuroinformatik/institut/hidden/d-braun,sCniyigAAAAJ,Daniel,A. Braun,0001
5481,Daniel A. Epstein,Univ. of California - Irvine,https://www.depstein.net,2kpYWtEAAAAJ,Daniel,A.,Epstein
5482,Daniel A. Jiménez,Texas A&M University,http://faculty.cse.tamu.edu/djimenez,kajXr5oAAAAJ,Daniel,A.,Jiménez
5483,Daniel A. Keim,University of Konstanz,https://www.vis.uni-konstanz.de/en/members/keim,YJm9he0AAAAJ,Daniel,A.,Keim
5484,Daniel A. Reed,University of Utah,https://www.hpcdan.org,YCw2r14AAAAJ,Daniel,A.,Reed
5485,Daniel A. Spielman,Yale University,http://www.cs.yale.edu/homes/spielman,L82mYv8AAAAJ,Daniel,A.,Spielman
5486,Daniel Abadi,University of Maryland - College Park,https://www.cs.umd.edu/people/abadi,zxeEF2gAAAAJ,Daniel,,Abadi
5487,Daniel Alexander Braun,University of Ulm,https://www.uni-ulm.de/in/neuroinformatik/institut/hidden/d-braun,sCniyigAAAAJ,Daniel,Alexander,Braun
5488,Daniel Alfonso Goncalves De Oliveira,UFPR,https://www.inf.ufpr.br/dagoliveira,dgdyqo4AAAAJ,Daniel,Alfonso Goncalves,De Oliveira
5489,Daniel Amyot,University of Ottawa,http://www.site.uottawa.ca/~damyot,xGiVN_4AAAAJ,Daniel,,Amyot
5490,Daniel Andresen,Kansas State University,http://cis.ksu.edu/~dan,egs3G64AAAAJ,Daniel,,Andresen
5491,Daniel Angus,University of Queensland,http://researchers.uq.edu.au/researcher/2079,ucTdGjAAAAAJ,Daniel,,Angus
5492,Daniel Arp,TU Wien,https://informatics.tuwien.ac.at/people/daniel-arp,9mhj4AQAAAAJ,Daniel,,Arp
5493,Daniel Ashbrook,University of Copenhagen,http://danielashbrook.com,VzkoqhIAAAAJ,Daniel,,Ashbrook
5494,Daniel B. Larremore,University of Colorado Boulder,http://danlarremore.com,BICiUrQAAAAJ,Daniel,B.,Larremore
5495,Daniel B. Neill,New York University,https://cs.nyu.edu/~neill,zSqlq00AAAAJ,Daniel,B.,Neill
5496,Daniel Barbará,George Mason University,https://cs.gmu.edu/~dbarbara,wtZwMSgAAAAJ,Daniel,,Barbará
5497,Daniel Beck,University of Melbourne,https://findanexpert.unimelb.edu.au/profile/672197-daniel-beck,NauI6dEAAAAJ,Daniel,,Beck
5498,Daniel Beimborn,University of Bamberg,https://www.uni-bamberg.de/ism/team/prof-dr-daniel-beimborn,cp7sLKQAAAAJ,Daniel,,Beimborn
5499,Daniel Bodemer,University of Duisburg-Essen,https://www.uni-due.de/psychologische-forschungsmethoden/bodemer.php,Lsyx1fkAAAAJ,Daniel,,Bodemer
5500,Daniel Bogaard,Rochester Institute of Technology,https://people.rit.edu/dsbics,NOSCHOLARPAGE,Daniel,,Bogaard
5501,Daniel Boley,University of Minnesota,http://www-users.cs.umn.edu/~boley,QeRUVr0AAAAJ,Daniel,,Boley
5502,Daniel Buschek,University of Bayreuth,https://daniel-buschek.de/intro,TsVkUBwAAAAJ,Daniel,,Buschek
5503,Daniel C. Alexander,University College London,http://cmic.cs.ucl.ac.uk/staff/daniel_alexander,mH-ZOQEAAAAJ,Daniel,C.,Alexander
5504,Daniel C. Cunha 0001,UFPE,https://www.cin.ufpe.br/~dcunha,7wxJPWsAAAAJ,Daniel,C. Cunha,0001
5505,Daniel C. M. de Oliveira,UFF,http://www2.ic.uff.br/~danielcmo,T_YePXEAAAAJ,Daniel,C. M.,de Oliveira
5506,Daniel Cardoso Moraes de Oliveira,UFF,http://www2.ic.uff.br/~danielcmo,T_YePXEAAAAJ,Daniel,Cardoso Moraes,de Oliveira
5507,Daniel Carvalho da Cunha,UFPE,https://www.cin.ufpe.br/~dcunha,7wxJPWsAAAAJ,Daniel,Carvalho,da Cunha
5508,Daniel Casini,Scuola Superiore Sant'Anna,https://retis.sssup.it/~d.casini,pG5V4hMAAAAJ,Daniel,,Casini
5509,Daniel Cermak,IT University of Copenhagen,https://pure.itu.dk/portal/en/persons/daniel-cermak(0529c410-c647-4040-a1e5-e315d32237e4).html,nbYqsKMAAAAJ,Daniel,,Cermak
5510,Daniel Chester,University of Delaware,https://www.eecis.udel.edu/~chester,f1rXXY8AAAAJ,Daniel,,Chester
5511,Daniel Cohen-Or,Tel Aviv University,http://www.cs.tau.ac.il/~dcor,fAxws1sAAAAJ,Daniel,,Cohen-Or
5512,Daniel Conte de Leon,University of Idaho,http://www.uidaho.edu/engr/departments/cs/our-people/faculty/conte-de-leon,aLH-yuoAAAAJ,Daniel,Conte,de Leon
5513,Daniel Costinett,University of Tennessee,https://www.eecs.utk.edu/people/faculty/dcostine,7c5zd_4AAAAJ,Daniel,,Costinett
5514,Daniel Cremers,TU Munich,http://vision.in.tum.de/members/cremers,cXQciMEAAAAJ,Daniel,,Cremers
5515,Daniel D. Lee [Tech],Cornell University,http://www.seas.upenn.edu/~ddlee,NOSCHOLARPAGE,Daniel,D. Lee,[Tech]
5516,Daniel D. Suthers,University of Hawaii at Manoa,http://www2.hawaii.edu/~suthers,8rEj1jIAAAAJ,Daniel,D.,Suthers
5517,Daniel David Campbell Prince,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/daniel-prince,aDfoLUUAAAAJ,Daniel,David Campbell,Prince
5518,Daniel Deutch,Tel Aviv University,https://www.cs.tau.ac.il/~danielde,2BnMsFIAAAAJ,Daniel,,Deutch
5519,Daniel Dominic Kaplan Sleator,Carnegie Mellon University,http://www.cs.cmu.edu/~sleator,NOSCHOLARPAGE,Daniel,Dominic Kaplan,Sleator
5520,Daniel Dominic Sleator,Carnegie Mellon University,http://www.cs.cmu.edu/~sleator,NOSCHOLARPAGE,Daniel,Dominic,Sleator
5521,Daniel E. Atkins,University of Michigan,https://www.si.umich.edu/people/daniel-atkins-iii,txEgjecAAAAJ,Daniel,E.,Atkins
5522,Daniel E. Koditschek,University of Pennsylvania,http://www.seas.upenn.edu/~kod,K_PZFhEAAAAJ,Daniel,E.,Koditschek
5523,Daniel E. Krutz,Rochester Institute of Technology,https://dan7800.github.io/index.html,NOSCHOLARPAGE,Daniel,E.,Krutz
5524,Daniel Engels,Southern Methodist University,https://datascience.smu.edu/about/leadership-and-faculty/profile/daniel-engels,NOSCHOLARPAGE,Daniel,,Engels
5525,Daniel F. Keefe,University of Minnesota,http://www-users.cs.umn.edu/~keefe,lGsfTIsAAAAJ,Daniel,F.,Keefe
5526,Daniel F. Macedo,UFMG,http://homepages.dcc.ufmg.br/~damacedo,_01uvzwAAAAJ,Daniel,F.,Macedo
5527,Daniel Fabbri,Vanderbilt University,https://www.vumc.org/dbmi/person/daniel-fabbri-phd,JBZj2SYAAAAJ,Daniel,,Fabbri
5528,Daniel Fernandes Macedo,UFMG,http://homepages.dcc.ufmg.br/~damacedo,_01uvzwAAAAJ,Daniel,Fernandes,Macedo
5529,Daniel Fischer 0001,University at Buffalo,https://www.cse.buffalo.edu/people/?u=df33,6BL4WukAAAAJ,Daniel,Fischer,0001
5530,Daniel Fridlender,Universidad Nacional de Córdoba,https://www.famaf.unc.edu.ar/archivo/perfiles/fridlend,NOSCHOLARPAGE,Daniel,,Fridlender
5531,Daniel Fried,Carnegie Mellon University,https://dpfried.github.io,sJDqACEAAAAJ,Daniel,,Fried
5532,Daniel G. Aliaga,Purdue University,https://www.cs.purdue.edu/homes/aliaga,Bj5YOnYAAAAJ,Daniel,G.,Aliaga
5533,Daniel G. Brown 0001,University of Waterloo,https://cs.uwaterloo.ca/~browndg,cD37cXcAAAAJ,Daniel,G. Brown,0001
5534,Daniel Gardham,University of Surrey,https://www.surrey.ac.uk/people/daniel-gardham,3BhQZ0kAAAAJ,Daniel,,Gardham
5535,Daniel Genkin,Georgia Institute of Technology,https://faculty.cc.gatech.edu/~genkin,BqkyhDEAAAAJ,Daniel,,Genkin
5536,Daniel Gildea,University of Rochester,https://www.cs.rochester.edu/u/gildea,NOSCHOLARPAGE,Daniel,,Gildea
5537,Daniel Gillis,University of Guelph,https://www.uoguelph.ca/computing/people/daniel-gillis,mcKPf6gAAAAJ,Daniel,,Gillis
5538,Daniel Goehring,Freie Universitaet Berlin,https://www.mi.fu-berlin.de/inf/groups/ag-ki/members/Professoren/Daniel_G__hring1.html,-yZse64AAAAJ,Daniel,,Goehring
5539,Daniel Gonçalves 0002,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist13898,_D1cFMkAAAAJ,Daniel,Gonçalves 0,0002
5540,Daniel Gooch,Open University UK,http://stem.open.ac.uk/people/dg7692,pqnBZVYAAAAJ,Daniel,,Gooch
5541,Daniel Gottesman,University of Maryland - College Park,https://www.cs.umd.edu/users/dgottesm,373HnhYAAAAJ,Daniel,,Gottesman
5542,Daniel Gregory Brown,University of Waterloo,https://cs.uwaterloo.ca/~browndg,cD37cXcAAAAJ,Daniel,Gregory,Brown
5543,Daniel Grier,Univ. of California - San Diego,http://danielgrier.com,ctWr1q8AAAAJ,Daniel,,Grier
5544,Daniel Grosu,Wayne State University,http://www.cs.wayne.edu/~dgrosu,LhsomaUAAAAJ,Daniel,,Grosu
5545,Daniel Gruss,Graz University of Technology,https://gruss.cc,JmCg4uQAAAAJ,Daniel,,Gruss
5546,Daniel Göhring,Freie Universitaet Berlin,https://www.mi.fu-berlin.de/inf/groups/ag-ki/members/Professoren/Daniel_G__hring1.html,-yZse64AAAAJ,Daniel,,Göhring
5547,Daniel H. Huson,University of Tübingen,https://uni-tuebingen.de/fakultaeten/mathematisch-naturwissenschaftliche-fakultaet/fachbereiche/informatik/lehrstuehle/algorithms-in-bioinformatics/people/daniel-huson,hLTZTG4AAAAJ,Daniel,H.,Huson
5548,Daniel Haehn,University of Massachusetts Boston,https://danielhaehn.com,HGvsO6oAAAAJ,Daniel,,Haehn
5549,Daniel Hershcovich,University of Copenhagen,https://danielhers.github.io,479qIucAAAAJ,Daniel,,Hershcovich
5550,Daniel Hirschkoff,Ecole Normale Superieure de Lyon,https://perso.ens-lyon.fr/daniel.hirschkoff,NOSCHOLARPAGE,Daniel,,Hirschkoff
5551,Daniel Hsu 0001,Columbia University,http://www.cs.columbia.edu/~djhsu,jj0Evx0AAAAJ,Daniel,Hsu,0001
5552,Daniel Hughes,KU Leuven,https://distrinet.cs.kuleuven.be/people/dannyh,PhAY-GwAAAAJ,Daniel,,Hughes
5553,Daniel Hughes 0001,KU Leuven,https://distrinet.cs.kuleuven.be/people/dannyh,PhAY-GwAAAAJ,Daniel,Hughes,0001
5554,Daniel J. Abadi,University of Maryland - College Park,https://www.cs.umd.edu/people/abadi,zxeEF2gAAAAJ,Daniel,J.,Abadi
5555,Daniel J. Dougherty,Worcester Polytechnic Institute,http://www.wpi.edu/academics/facultydir/djd.html,6dDd-M4AAAAJ,Daniel,J.,Dougherty
5556,Daniel J. Finnegan,Cardiff University,https://www.cardiff.ac.uk/people/view/1496260-finnegan-daniel,YxCvjCoAAAAJ,Daniel,J.,Finnegan
5557,Daniel J. Fremont,Univ. of California - Santa Cruz,https://people.ucsc.edu/~dfremont,ceJJNbMAAAAJ,Daniel,J.,Fremont
5558,Daniel J. Hsu,Columbia University,http://www.cs.columbia.edu/~djhsu,jj0Evx0AAAAJ,Daniel,J.,Hsu
5559,Daniel J. Lizotte,Western University,http://www.csd.uwo.ca/~dlizotte,35zn-2cAAAAJ,Daniel,J.,Lizotte
5560,Daniel J. McQuillan,Goldsmiths University of London,https://www.gold.ac.uk/computing/staff/d-mcquillan,7e1W_LcAAAAJ,Daniel,J.,McQuillan
5561,Daniel J. Rigden,University of Liverpool,https://liverpool.ac.uk/integrative-biology/staff/daniel-rigden,8l7rbMIAAAAJ,Daniel,J.,Rigden
5562,Daniel J. Rough,University of Dundee,https://discovery.dundee.ac.uk/en/persons/daniel-rough,RCkETH8AAAAJ,Daniel,J.,Rough
5563,Daniel J. Simon,Cleveland State University,https://academic.csuohio.edu/simond,hZV3PngAAAAJ,Daniel,J.,Simon
5564,Daniel J. Sorin,Duke University,http://people.ee.duke.edu/~sorin,bsoRFLAAAAAJ,Daniel,J.,Sorin
5565,Daniel J. Szafir,University of Colorado Boulder,http://danszafir.com,WxmhtyMAAAAJ,Daniel,J.,Szafir
5566,Daniel J. Wigdor,University of Toronto,http://www.dgp.toronto.edu/~dwigdor,x3hvdTsAAAAJ,Daniel,J.,Wigdor
5567,Daniel Jackson 0001,Massachusetts Institute of Technology,http://people.csail.mit.edu/dnj,_hAP7BgAAAAJ,Daniel,Jackson,0001
5568,Daniel Jiménez-González,Polytechnic University of Catalonia,http://personals.ac.upc.edu/djimenez,NOSCHOLARPAGE,Daniel,,Jiménez-González
5569,Daniel John Rough,University of Dundee,https://discovery.dundee.ac.uk/en/persons/daniel-rough,RCkETH8AAAAJ,Daniel,John,Rough
5570,Daniel Jorge Viegas Gonçalves,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist13898,_D1cFMkAAAAJ,Daniel,Jorge Viegas,Gonçalves
5571,Daniel Jurafsky,Stanford University,http://web.stanford.edu/~jurafsky,uZg9l58AAAAJ,Daniel,,Jurafsky
5572,Daniel Kalmanovich,Ariel University,https://danielkalmanovich.wixsite.com/website,dyTgS5EAAAAJ,Daniel,,Kalmanovich
5573,Daniel Kane,Univ. of California - San Diego,https://cseweb.ucsd.edu/~dakane,DulpV-cAAAAJ,Daniel,,Kane
5574,Daniel Kane 0001,Univ. of California - San Diego,https://cseweb.ucsd.edu/~dakane,DulpV-cAAAAJ,Daniel,Kane,0001
5575,Daniel Kang,Univ. of Illinois at Urbana-Champaign,https://ddkang.github.io,CpMjT0YAAAAJ,Daniel,,Kang
5576,Daniel Karapetyan,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/daniel.karapetyan,O-rI2E0AAAAJ,Daniel,,Karapetyan
5577,Daniel Keren,University of Haifa,https://cs.haifa.ac.il/~dkeren,NOSCHOLARPAGE,Daniel,,Keren
5578,Daniel Khashabi,Johns Hopkins University,https://danielkhashabi.com,pK2kQvgAAAAJ,Daniel,,Khashabi
5579,Daniel Kifer,Pennsylvania State University,http://www.cse.psu.edu/~duk17,7PQN6r4AAAAJ,Daniel,,Kifer
5580,Daniel Král,Masaryk University,https://www.muni.cz/en/people/44742,crv1hRwAAAAJ,Daniel,,Král
5581,Daniel Král',Masaryk University,https://www.muni.cz/en/people/44742,crv1hRwAAAAJ,Daniel,,Král'
5582,Daniel L. Chester,University of Delaware,https://www.eecis.udel.edu/~chester,f1rXXY8AAAAJ,Daniel,L.,Chester
5583,Daniel L. Pimentel-Alarcón,Georgia State University,https://danielpimentel.github.io/index.html,NOSCHOLARPAGE,Daniel,L.,Pimentel-Alarcón
5584,Daniel Lee Ashbrook,University of Copenhagen,http://danielashbrook.com,VzkoqhIAAAAJ,Daniel,Lee,Ashbrook
5585,Daniel Leithinger,University of Colorado Boulder,http://www.leithinger.com,OsJr4BMAAAAJ,Daniel,,Leithinger
5586,Daniel Leivant,Indiana University,https://www.cs.indiana.edu/~leivant,NOSCHOLARPAGE,Daniel,,Leivant
5587,Daniel Lohmann,University of Hannover,https://www.sra.uni-hannover.de/People/lohmann,39geDSwAAAAJ,Daniel,,Lohmann
5588,Daniel Lokshantov,Univ. of California - Santa Barbara,http://www.cs.ucsb.edu/people/faculty/lokshtanov,vaQGFLsAAAAJ,Daniel,,Lokshantov
5589,Daniel Lokshtanov,Univ. of California - Santa Barbara,http://www.cs.ucsb.edu/people/faculty/lokshtanov,vaQGFLsAAAAJ,Daniel,,Lokshtanov
5590,Daniel Lopresti,Lehigh University,http://www.cse.lehigh.edu/~lopresti,dFCu3gMAAAAJ,Daniel,,Lopresti
5591,Daniel Lowd,University of Oregon,https://ix.cs.uoregon.edu/~lowd,IrcFO1AAAAAJ,Daniel,,Lowd
5592,Daniel M. Batista,USP,http://www.ime.usp.br/~batista,6iYphXAAAAAJ,Daniel,M.,Batista
5593,Daniel M. Berry,University of Waterloo,https://cs.uwaterloo.ca/~dberry,0zIK0MMAAAAJ,Daniel,M.,Berry
5594,Daniel M. Everett,University of Georgia,http://www.cs.uga.edu/directory/daniel-m-everett,81NHD9EAAAAJ,Daniel,M.,Everett
5595,Daniel M. Fleetwood,Vanderbilt University,http://engineering.vanderbilt.edu/bio/daniel-fleetwood,BbzZlWsAAAAJ,Daniel,M.,Fleetwood
5596,Daniel M. Germán,University of Victoria,http://turingmachine.org,hpxl9PEAAAAJ,Daniel,M.,Germán
5597,Daniel M. Kane,Univ. of California - San Diego,https://cseweb.ucsd.edu/~dakane,DulpV-cAAAAJ,Daniel,M.,Kane
5598,Daniel M. Romero,University of Michigan,http://www.dromero.org,c4M3MQoAAAAJ,Daniel,M.,Romero
5599,Daniel M. Roy 0001,University of Toronto,http://danroy.org,vA6ZQ_AAAAAJ,Daniel,M. Roy,0001
5600,Daniel Macêdo Batista,USP,http://www.ime.usp.br/~batista,6iYphXAAAAAJ,Daniel,Macêdo B,Batista
5601,Daniel Manrique-Vallier,Indiana University,http://mypage.iu.edu/~dmanriqu,ccwLsAsAAAAJ,Daniel,,Manrique-Vallier
5602,Daniel Massey,University of Colorado Boulder,https://www.colorado.edu/cs/daniel-massey,GhAaQPwAAAAJ,Daniel,,Massey
5603,Daniel Mauricio Romero,University of Michigan,http://www.dromero.org,c4M3MQoAAAAJ,Daniel,Mauricio,Romero
5604,Daniel McQuillan,Goldsmiths University of London,https://www.gold.ac.uk/computing/staff/d-mcquillan,7e1W_LcAAAAJ,Daniel,,McQuillan
5605,Daniel Michael Ziener,TU Ilmenau,https://www.tu-ilmenau.de/ra/personen/r-per/daniel-ziener,ztg7f-gAAAAJ,Daniel,Michael,Ziener
5606,Daniel Mossé,University of Pittsburgh,https://www.cs.pitt.edu/~mosse,O1FZe5EAAAAJ,Daniel,,Mossé
5607,Daniel Moyer,Vanderbilt University,https://dcmoyer.github.io,sKmoxSMAAAAJ,Daniel,,Moyer
5608,Daniel Mueller 0001,TU Wien,https://informatics.tuwien.ac.at/people/daniel-mueller-gritschneder,uIy75_wAAAAJ,Daniel,Mueller,0001
5609,Daniel Mueller-Gritschneder,TU Wien,https://informatics.tuwien.ac.at/people/daniel-mueller-gritschneder,uIy75_wAAAAJ,Daniel,,Mueller-Gritschneder
5610,Daniel Müller-Gritschneder,TU Wien,https://informatics.tuwien.ac.at/people/daniel-mueller-gritschneder,uIy75_wAAAAJ,Daniel,,Müller-Gritschneder
5611,Daniel N. Rockmore,Dartmouth College,http://www.cs.dartmouth.edu/~rockmore,NOSCHOLARPAGE,Daniel,N.,Rockmore
5612,Daniel Neider,TU Dortmund,https://www.rc-trust.ai/neider,d_hbg3cAAAAJ,Daniel,,Neider
5613,Daniel Oliveira 0001,UFF,http://www2.ic.uff.br/~danielcmo,T_YePXEAAAAJ,Daniel,Oliveira,0001
5614,Daniel P. Friedman,Indiana University,http://www.cs.indiana.edu/~dfried,0yxUr_oAAAAJ,Daniel,P.,Friedman
5615,Daniel P. Huttenlocher,Massachusetts Institute of Technology,https://web.mit.edu/hutt/www,q16KVs0AAAAJ,Daniel,P.,Huttenlocher
5616,Daniel P. Lopresti,Lehigh University,http://www.cse.lehigh.edu/~lopresti,dFCu3gMAAAAJ,Daniel,P.,Lopresti
5617,Daniel P. Miranker,University of Texas at Austin,https://www.cs.utexas.edu/~miranker,NOSCHOLARPAGE,Daniel,P.,Miranker
5618,Daniel P. Siewiorek,Carnegie Mellon University,https://www.cs.cmu.edu/~dps,B13SvmAAAAAJ,Daniel,P.,Siewiorek
5619,Daniel Page,University of Bristol,http://www.cs.bris.ac.uk/~page,z55uDZcAAAAJ,Daniel,,Page
5620,Daniel Penazzi,Universidad Nacional de Córdoba,https://www.famaf.unc.edu.ar/~penazzi,NOSCHOLARPAGE,Daniel,,Penazzi
5621,Daniel Pieter Saakes,University of Twente,http://people.utwente.nl/d.p.saakes,NOSCHOLARPAGE,Daniel,Pieter,Saakes
5622,Daniel Prince,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/daniel-prince,aDfoLUUAAAAJ,Daniel,,Prince
5623,Daniel R. Catchpoole,University of Technology Sydney,https://www.uts.edu.au/staff/daniel.catchpoole,K9dgaRgAAAAJ,Daniel,R.,Catchpoole
5624,Daniel R. Figueiredo,UFRJ,http://www.land.ufrj.br/~daniel,j4YbANwAAAAJ,Daniel,R.,Figueiredo
5625,Daniel R. Figueiredo 0001,UFRJ,http://www.land.ufrj.br/~daniel,j4YbANwAAAAJ,Daniel,R. Figueiredo,0001
5626,Daniel R. Sheldon,University of Massachusetts Amherst,https://people.cs.umass.edu/~sheldon,P1bHFuoAAAAJ,Daniel,R.,Sheldon
5627,Daniel R. Tauritz,Missouri University of Technology,http://web.mst.edu/~tauritzd,ENvUql8AAAAJ,Daniel,R.,Tauritz
5628,Daniel R. Thomas,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/daniel-thomas/publications,Tq1LRo2DuUIC,Daniel,R.,Thomas
5629,Daniel Rakita,Yale University,https://cpsc.yale.edu/people/daniel-rakita,1Y-cnCUAAAAJ,Daniel,,Rakita
5630,Daniel Ratton Figueiredo,UFRJ,http://www.land.ufrj.br/~daniel,j4YbANwAAAAJ,Daniel,Ratton,Figueiredo
5631,Daniel Raviv,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/raviv,NOSCHOLARPAGE,Daniel,,Raviv
5632,Daniel Reidenbach,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/daniel-reidenbach,indWnyoAAAAJ,Daniel,,Reidenbach
5633,Daniel Ritchie,Brown University,https://dritchie.github.io,0RiypNsAAAAJ,Daniel,,Ritchie
5634,Daniel Rivero,University of A Coruña,https://pdi.udc.es/en/File/Pdi/Y58VG,rdapSUQAAAAJ,Daniel,,Rivero
5635,Daniel Rochowiak,University of Alabama - Huntsville,https://www.uah.edu/science/departments/computer-science/faculty-staff/daniel-rochowiak,NOSCHOLARPAGE,Daniel,,Rochowiak
5636,Daniel Rough,University of Dundee,https://discovery.dundee.ac.uk/en/persons/daniel-rough,RCkETH8AAAAJ,Daniel,,Rough
5637,Daniel Rueckert,Imperial College London,http://wp.doc.ic.ac.uk/dr,H0O0WnQAAAAJ,Daniel,,Rueckert
5638,Daniel Russo,Aalborg University,https://danielrusso.org,BQ6QbwkAAAAJ,Daniel,,Russo
5639,Daniel Rückert,Imperial College London,http://wp.doc.ic.ac.uk/dr,H0O0WnQAAAAJ,Daniel,,Rückert
5640,Daniel S. Brown,University of Utah,https://www.cs.utah.edu/~dsbrown/index.html,A3wg18wAAAAJ,Daniel,S.,Brown
5641,Daniel S. Hirschberg,Univ. of California - Irvine,http://www.ics.uci.edu/~dan,6-Kbf7AAAAAJ,Daniel,S.,Hirschberg
5642,Daniel S. Lopes,Universidade de Lisboa,http://web.tecnico.ulisboa.pt/daniel.s.lopes,ocGMkV8AAAAJ,Daniel,S.,Lopes
5643,Daniel S. Wallach,Rice University,https://www.cs.rice.edu/~dwallach,oM25EQkAAAAJ,Daniel,S.,Wallach
5644,Daniel Saakes,University of Twente,http://people.utwente.nl/d.p.saakes,NOSCHOLARPAGE,Daniel,,Saakes
5645,Daniel Schien,University of Bristol,https://research-information.bris.ac.uk/en/persons/daniel-schien,4C7fitQAAAAJ,Daniel,,Schien
5646,Daniel Schnurr,University of Regensburg,https://www.uni-regensburg.de/informatik-data-science/maschinelles-lernen-insb-uncertainty-quantification/startseite/index.html,a9collMAAAAJ,Daniel,,Schnurr
5647,Daniel Schwartz,Florida State University,http://www.cs.fsu.edu/~schwartz,JMzCwGEAAAAJ,Daniel,,Schwartz
5648,Daniel Seita,University of Southern California,https://www.cs.cmu.edu/~dseita,ECHSnpYAAAAJ,Daniel,,Seita
5649,Daniel Sheldon,University of Massachusetts Amherst,https://people.cs.umass.edu/~sheldon,P1bHFuoAAAAJ,Daniel,,Sheldon
5650,Daniel Simões Lopes,Universidade de Lisboa,http://web.tecnico.ulisboa.pt/daniel.s.lopes,ocGMkV8AAAAJ,Daniel,Simões L,Lopes
5651,Daniel Sjölie,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/daniel-sjolie.aspx,TzsDDrMAAAAJ,Daniel,,Sjölie
5652,Daniel Sonntag,University of Oldenburg,https://elearning.uni-oldenburg.de/plugins.php/veranstaltungsverzeichnis/visitenkarte/DSonntag,v7i6Uz4AAAAJ,Daniel,,Sonntag
5653,Daniel Soudry,Technion,https://sites.google.com/site/danielsoudry,AEBWEm8AAAAJ,Daniel,,Soudry
5654,Daniel Stamate,Goldsmiths University of London,https://www.gold.ac.uk/computing/staff/d-stamate,NOSCHOLARPAGE,Daniel,,Stamate
5655,Daniel Stanley Tan,De La Salle University,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32665788710&command=GETPROFILE,YD0btrgAAAAJ,Daniel,Stanley,Tan
5656,Daniel Stefankovic,University of Rochester,https://www.cs.rochester.edu/~stefanko,NOSCHOLARPAGE,Daniel,,Stefankovic
5657,Daniel Strüber 0001,Chalmers/GU,https://www.danielstrueber.de,QidV_04AAAAJ,Daniel,Strüber 0,0001
5658,Daniel Szafir,University of North Carolina,https://cs.unc.edu/person/daniel-szafir,WxmhtyMAAAAJ,Daniel,,Szafir
5659,Daniel Sánchez 0003,Massachusetts Institute of Technology,http://people.csail.mit.edu/sanchez,se0TZ2EAAAAJ,Daniel,Sánchez 0,0003
